Paper Title;Year;Author;Publication;Url of paper
A decision support system for retinal image defect detection;2020.0;A Kanakatte, J Gubbi, A Ghose…;ieeexplore.ieee.org;https://ieeexplore.ieee.org/abstract/document/9153446/
Glass defect detection techniques using digital image processing–a review;2011.0;S Agrawal;researchgate.net;https://www.researchgate.net/profile/Sunil-Agrawal-3/publication/266356384_Glass_Defect_Detection_Techniques_using_Digital_Image_Processing_-A_Review/links/5806f81008ae03256b76ff84/Glass-Defect-Detection-Techniques-using-Digital-Image-Processing-A-Review.pdf
A universal and adaptive fabric defect detection algorithm based on sparse dictionary learning;2020.0;X Kang, E Zhang;ieeexplore.ieee.org;https://ieeexplore.ieee.org/abstract/document/9277520/
Fabric Defect Detection Method Based on Image Distance Difference;2007.0;Z Guang, W Jianxia;ieeexplore.ieee.org;https://ieeexplore.ieee.org/abstract/document/4350807/
Image segmentation and defect detection of insulators based on U-net and YOLOv4;2020.0;T Xiaoyu, H Jinbo, F Jiewen…;journal-n.scnu.edu.cn;http://journal-n.scnu.edu.cn/en/article/doi/10.6054/j.jscnun.2020088
A cascading fuzzy logic with image processing algorithm–based defect detection for automatic visual inspection of industrial cylindrical object's surface;2019.0;MAH Ali, AK Lun;Springer;https://link.springer.com/article/10.1007/s00170-018-3171-7
AdaBoost learning for fabric defect detection based on HOG and SVM;2011.0;D Shumin, L Zhoufeng, L Chunlei;ieeexplore.ieee.org;https://ieeexplore.ieee.org/abstract/document/6001937/
Non-parametric texture defect detection using Weibull features;2011.0;F Timm, E Barth;spiedigitallibrary.org;https://www.spiedigitallibrary.org/conference-proceedings-of-spie/7877/78770J/Non-parametric-texture-defect-detection-using-Weibullfeatures/10.1117/12.872463.short
Real-time defect detection in fruit—Part II: An algorithm and performance of a prototype system;1996.0;TG Crowe, MJ Delwiche;elibrary.asabe.org;https://elibrary.asabe.org/abstract.asp?aid=27741
Mobile-Unet: An efficient convolutional neural network for fabric defect detection;2022.0;J Jing, Z Wang, M Rätsch…;journals.sagepub.com;https://journals.sagepub.com/doi/abs/10.1177/0040517520928604
Defect detection of steel surface using entropy segmentation;2014.0;GK Nand, N Neogi;ieeexplore.ieee.org;https://ieeexplore.ieee.org/abstract/document/7030439/
Automatic defect detection of patterned fabric via combining the optimal Gabor filter and golden image subtraction;2015.0;J Jing, S Chen, P Li;admin.global-sci.org;http://admin.global-sci.org/uploads/Issue/JFBI/v8n2/JFBI-8.2.3_short.pdf
Deep active learning for civil infrastructure defect detection and classification;2017.0;C Feng, MY Liu, CC Kao, TY Lee;merl.com;https://www.merl.com/publications/docs/TR2017-034.pdf
Automatic fabric defect detection using a deep convolutional neural network;2019.0;JF Jing, H Ma, HH Zhang;Wiley Online Library;https://onlinelibrary.wiley.com/doi/abs/10.1111/cote.12394
Unsupervised defect detection algorithm for printed fabrics using content-based image retrieval techniques;2021.0;X Hu, M Fu, Z Zhu, Z Xiang, M Qian…;journals.sagepub.com;https://journals.sagepub.com/doi/abs/10.1177/00405175211008614
Automatic visual inspection of printed circuit board for defect detection and classification;2017.0;V Chaudhary, IR Dave, KP Upla;ieeexplore.ieee.org;https://ieeexplore.ieee.org/abstract/document/8299858/
An efficient method for texture defect detection: sub-band domain co-occurrence matrices;2000.0;A Latif-Amet, A Ertüzün, A Erçil;Elsevier;https://www.sciencedirect.com/science/article/pii/S0262885699000621
A new self-reference image decomposition algorithm for strip steel surface defect detection;2019.0;K Liu, N Luo, A Li, Y Tian, H Sajid…;ieeexplore.ieee.org;https://ieeexplore.ieee.org/abstract/document/8897030/
Defect detection in patterned wafers using anisotropic kernels;2010.0;M Zontak, I Cohen;Springer;https://link.springer.com/article/10.1007/s00138-008-0146-y
A new method in wheel hub surface defect detection: Object detection algorithm based on deep learning;2017.0;K Han, M Sun, X Zhou, G Zhang…;ieeexplore.ieee.org;https://ieeexplore.ieee.org/abstract/document/8316494/
Defect Detection on a Wind Turbine Blade Based on Digital Image Processing;2021.0;L Deng, Y Guo, B Chai;mdpi.com;https://www.mdpi.com/2227-9717/9/8/1452
Real-time defect detection in fruit. I. Design concepts and development of prototype hardware;1996.0;TG Crowe, MJ Delwiche;agris.fao.org;https://agris.fao.org/agris-search/search.do?recordID=US9728178
Automatic surface defect detection for mobile phone screen glass based on machine vision;2017.0;C Jian, J Gao, Y Ao;Elsevier;https://www.sciencedirect.com/science/article/pii/S1568494616305531
A high efficiency deep learning method for the x-ray image defect detection of casting parts;2022.0;L Xue, J Hei, Y Wang, Q Li, Y Lu…;iopscience.iop.org;https://iopscience.iop.org/article/10.1088/1361-6501/ac777b/meta
Aircraft fuselage defect detection using deep neural networks;2017.0;T Malekzadeh, M Abdollahzadeh, H Nejati…;arxiv.org;https://arxiv.org/abs/1712.09213
Research progress of automated visual surface defect detection for industrial metal planar materials;2020.0;X Fang, Q Luo, B Zhou, C Li, L Tian;mdpi.com;https://www.mdpi.com/822182
Surface defect detection for high-speed rails using an inverse PM diffusion model;2016.0;Z He, Y Wang, F Yin, J Liu;emerald.com;https://www.emerald.com/insight/content/doi/10.1108/SR-03-2015-0039/full/html
Development of Image Defect Detection Model Using Machine Learning;2020.0;NY Lee, HH Cho, HT Ceong;koreascience.or.kr;https://www.koreascience.or.kr/article/JAKO202018355987886.page
Real-time defect detection on highly reflective curved surfaces;2009.0;G Rosati, G Boschetti, A Biondi, A Rossi;Elsevier;https://www.sciencedirect.com/science/article/pii/S0143816608000493
A shift-tolerant dissimilarity measure for surface defect detection;2011.0;DM Tsai, IY Chiang, YH Tsai;ieeexplore.ieee.org;https://ieeexplore.ieee.org/abstract/document/6011698/
The fabric defect detection based on CIE L* a* b* color space using 2-D Gabor filter;2016.0;J Jing, S Liu, P Li, L Zhang;Taylor & Francis;https://www.tandfonline.com/doi/abs/10.1080/00405000.2015.1102458
An effective defect detection method based on improved Generative Adversarial Networks (iGAN) for machined surfaces;2021.0;Q Wang, R Yang, C Wu, Y Liu;Elsevier;https://www.sciencedirect.com/science/article/pii/S1526612521002267
Defect detection in pharma pills using image processing;2018.0;NB Prajwala;academia.edu;https://www.academia.edu/download/60799748/defect_detection_in_pharma_pills_using_image_processing20191004-114471-1gkscsy.pdf
Articular cartilage defect detection based on image segmentation with colour mapping;2014.0;J Kubicek, M Penhaker, I Bryjova, M Kodaj;Springer;https://link.springer.com/chapter/10.1007/978-3-319-11289-3_22
Triple Pseudo-Siamese network with hybrid attention mechanism for welding defect detection;2022.0;Z Li, H Chen, X Ma, H Chen, Z Ma;Elsevier;https://www.sciencedirect.com/science/article/pii/S0264127522002660
Sequential defect detection according to defect possibility in TFT-LCD panel image;2014.0;SM Lee, TH Kim, KH Park;koreascience.or.kr;https://www.koreascience.or.kr/article/JAKO201412835858006.page
Defect detection of aluminum alloy wheels in radiography images using adaptive threshold and morphological reconstruction;2018.0;J Zhang, Z Guo, T Jiao, M Wang;mdpi.com;https://www.mdpi.com/370074
Defect detection of IC wafer based on spectral subtraction;2010.0;H Liu, W Zhou, Q Kuang, L Cao…;ieeexplore.ieee.org;https://ieeexplore.ieee.org/abstract/document/5398967/
Industrial Printing Image Defect Detection Using Multi-Edge Feature Fusion Algorithm;2021.0;B Liu, Y Chen, J Xie, B Chen;hindawi.com;https://www.hindawi.com/journals/complexity/2021/2036466/
Defect detection and recognition of bare PCB based on computer vision;2017.0;J Ma;ieeexplore.ieee.org;https://ieeexplore.ieee.org/abstract/document/8029117/
A surface defect detection based on convolutional neural network;2017.0;X Wu, K Cao, X Gu;Springer;https://link.springer.com/chapter/10.1007/978-3-319-68345-4_17
Defect detection of IC wafer based on two-dimension wavelet transform;2010.0;H Liu, W Zhou, Q Kuang, L Cao, B Gao;Elsevier;https://www.sciencedirect.com/science/article/pii/S0026269210000248
An insulator defect detection algorithm based on computer vision;2017.0;D Zuo, H Hu, R Qian, Z Liu;ieeexplore.ieee.org;https://ieeexplore.ieee.org/abstract/document/8078934/
Pixel-wise fabric defect detection by CNNs without labeled training data;2020.0;Z Wang, J Jing;ieeexplore.ieee.org;https://ieeexplore.ieee.org/abstract/document/9184894/
Mean shift-based defect detection in multicrystalline solar wafer surfaces;2010.0;DM Tsai, JY Luo;ieeexplore.ieee.org;https://ieeexplore.ieee.org/abstract/document/5660082/
An automatic loose defect detection method for catenary bracing wire components using deep convolutional neural networks and image processing;2021.0;W Liu, Z Liu, Y Li, H Wang, C Yang…;ieeexplore.ieee.org;https://ieeexplore.ieee.org/abstract/document/9539177/
Fabric defect detection based on GLCM and Gabor filter: A comparison;2013.0;JL Raheja, S Kumar, A Chaudhary;Elsevier;https://www.sciencedirect.com/science/article/pii/S0030402613006001
A fast and robust convolutional neural network-based defect detection model in product quality control;2018.0;T Wang, Y Chen, M Qiao, H Snoussi;Springer;https://link.springer.com/article/10.1007/s00170-017-0882-0
Machine vision for defect detection on the air bearing surface;2016.0;P Kunakornvong, P Sooraksa;ieeexplore.ieee.org;https://ieeexplore.ieee.org/abstract/document/7545130/
Spectral and spatial domain approach for fabric defect detection and classification;2015.0;K Sakhare, A Kulkarni, M Kumbhakarn…;ieeexplore.ieee.org;https://ieeexplore.ieee.org/abstract/document/7150820/
Weighted double-low-rank decomposition with application to fabric defect detection;2020.0;D Mo, WK Wong, Z Lai, J Zhou;ieeexplore.ieee.org;https://ieeexplore.ieee.org/abstract/document/9123438/
Defect detection in thermal image using thresholding technique;2007.0;R Heriansyah, SAR Abu-Bakar;academia.edu;https://www.academia.edu/download/44944200/568-736.pdf
A fabric defect detection algorithm based on improved valley-emphasis method;2014.0;Z Liu, J Wang, Q Zhao, C Li;researchgate.net;https://www.researchgate.net/profile/Chunlei-Li-7/publication/293159962_A_Fabric_Defect_Detection_Algorithm_Based_on_Improved_Valley-Emphasis_Method/links/5887cd36a6fdcc6b791ec87a/A-Fabric-Defect-Detection-Algorithm-Based-on-Improved-Valley-Emphasis-Method.pdf
Real-Time Image Defect Detection System of Cloth Digital Printing Machine;2022.0;N Sun, B Cao;hindawi.com;https://www.hindawi.com/journals/cin/2022/5625945/
A fast and adaptive road defect detection approach using computer vision with real time implementation;2016.0;B Akarsu, M KARAKÖSE, K PARLAK…;dergipark.org.tr;https://dergipark.org.tr/en/pub/ijamec/issue/25619/270546
Reference-based defect detection network;2021.0;Z Zeng, B Liu, J Fu, H Chao;ieeexplore.ieee.org;https://ieeexplore.ieee.org/abstract/document/9490526/
An efficient similarity measure approach for PCB surface defect detection;2018.0;VH Gaidhane, YV Hote, V Singh;Springer;https://link.springer.com/article/10.1007/s10044-017-0640-9
Defect detection on polycrystalline solar cells using electroluminescence and fully convolutional neural networks;2020.0;J Balzategui, L Eciolaza…;ieeexplore.ieee.org;https://ieeexplore.ieee.org/abstract/document/9026211/
A review of recent advances in surface defect detection using texture analysis techniques;2008.0;X Xie;raco.cat;https://www.raco.cat/index.php/ELCVIA/article/view/150223
Virtual simulation experiment of the design and manufacture of a beer bottle-defect detection system.;2020.0;Y Zhao, X An, N Sun;Elsevier;https://www.sciencedirect.com/science/article/pii/S2096579620300553
An intelligent real-time vision system for surface defect detection;2004.0;H Jia, YL Murphey, J Shi…;ieeexplore.ieee.org;https://ieeexplore.ieee.org/abstract/document/1334512/
An effective automatic fabric defect detection system using digital image processing;2017.0;SST Selvi, GM Nasira;nanoient.org;https://nanoient.org/journals/index.php/jent/article/view/555
DefectNet: Toward fast and effective defect detection;2021.0;F Li, QG Xi;ieeexplore.ieee.org;https://ieeexplore.ieee.org/abstract/document/9381247/
Image analysis and information fusion based defect detection in particleboards;2006.0;J Guzaitis, A Verikas;eejournal.ktu.lt;https://www.eejournal.ktu.lt/index.php/elt/article/view/10776
External and internal defect detection of egg using machine vision;2013.0;S Arivazhagan, RN Shebiah, H Sudharsan…;Citeseer;https://citeseerx.ist.psu.edu/viewdoc/download?doi=10.1.1.496.7084&rep=rep1&type=pdf
An Image Recognition Algorithm for Defect Detection of Underground Pipelines Based on Convolutional Neural Network.;2020.0;X Yan, X Song;search.ebscohost.com;https://search.ebscohost.com/login.aspx?direct=true&profile=ehost&scope=site&authtype=crawler&jrnl=07650019&AN=142490379&h=Vq70Nkw9HIqqKUpcwfkEe1X5rAl8URuTV%2BUobVrfrePUVU4CSGAD%2Fme7HucCsWALfaWYLf0UfoM61X11CGlN7Q%3D%3D&crl=c
Defect detection method for electric multiple units key components based on deep learning;2020.0;B Zhao, M Dai, P Li, R Xue, X Ma;ieeexplore.ieee.org;https://ieeexplore.ieee.org/abstract/document/9142210/
Surface defect detection based on gradient lbp;2018.0;X Liu, F Xue, L Teng;ieeexplore.ieee.org;https://ieeexplore.ieee.org/abstract/document/8492798/
Defect detection in periodically patterned surfaces using independent component analysis;2008.0;DM Tsai, SC Lai;Elsevier;https://www.sciencedirect.com/science/article/pii/S0031320308000800
Annotation-free defect detection for glasses based on convolutional auto-encoder with skip connections;2021.0;H Xu, Z Huang;Elsevier;https://www.sciencedirect.com/science/article/pii/S0167577X2100762X
Novel framework for optical film defect detection and classification;2020.0;NT Le, JW Wang, MH Shih, CC Wang;ieeexplore.ieee.org;https://ieeexplore.ieee.org/abstract/document/9043539/
